has_segment,imageID,is_perfect,class,time,in_active_task_x,in_active_task_y,in_active_task
1.0,INATRANDOM-25463530,0,dorsolateral,2.703999999910593,-1.0,-1.0,-1.0
1.0,INATRANDOM-26520418,0,dorsolateral,6.25,-1.0,-1.0,-1.0
1.0,INATRANDOM-29280850,0,dorsolateral,12.421999999991383,-1.0,-1.0,-1.0
1.0,INATRANDOM-30080044,0,dorsolateral,3.719000000000051,-1.0,-1.0,-1.0
1.0,INATRANDOM-31170955,0,dorsolateral,2.424820727999986,-1.0,-1.0,-1.0
1.0,INATRANDOM-33254118,0,dorsolateral,1.645396065999989,-1.0,-1.0,-1.0
1.0,INATRANDOM-40342590,0,dorsolateral,5.038628358000096,-1.0,-1.0,-1.0
1.0,INATRANDOM-48482800,0,dorsolateral,2.718032061000031,-1.0,-1.0,-1.0
1.0,INATRANDOM-49974649,1,dorsolateral,3.9070000000065193,-1.0,-1.0,-1.0
1.0,INATRANDOM-50327937,0,dorsolateral,2.593999999999141,-1.0,-1.0,-1.0
1.0,INATRANDOM-50659252,1,dorsolateral,4.579000000027008,-1.0,-1.0,-1.0
1.0,INATRANDOM-53286007,0,dorsolateral,1.6758754360000694,-1.0,-1.0,-1.0
1.0,INATRANDOM-55761987,0,dorsolateral,2.51600000000326,-1.0,-1.0,-1.0
1.0,INATRANDOM-57304136,0,dorsolateral,17.68800000002375,-1.0,-1.0,-1.0
1.0,INATRANDOM-64728292,0,dorsolateral,1.4807655079998767,-1.0,-1.0,-1.0
1.0,INATRANDOM-6968637,0,dorsolateral,6.60999999998603,-1.0,-1.0,-1.0
1.0,INATRANDOM-72653929,0,dorsolateral,7.0470000000000255,-1.0,-1.0,-1.0
1.0,INATRANDOM-77046811,0,dorsolateral,2.3343338380000205,-1.0,-1.0,-1.0
1.0,INATRANDOM-80645162,0,dorsolateral,2.9779480199999853,-1.0,-1.0,-1.0
1.0,INATRANDOM-82532936,0,dorsolateral,5.125,-1.0,-1.0,-1.0
1.0,INATRANDOM-84619959,0,dorsolateral,1.4199155119999889,-1.0,-1.0,-1.0
1.0,INATRANDOM-85683034,1,dorsolateral,4.484999999999673,-1.0,-1.0,-1.0
1.0,INATRANDOM-86646383,1,dorsolateral,5.094000000000051,-1.0,-1.0,-1.0
1.0,INATRANDOM-87648051,0,dorsolateral,3.25,-1.0,-1.0,-1.0
1.0,INATRANDOM-92308216,0,dorsolateral,2.8280000000377186,-1.0,-1.0,-1.0
1.0,INATRANDOM-93799495,0,dorsolateral,4.109000000000378,-1.0,-1.0,-1.0
1.0,INATRANDOM-98566651,0,dorsolateral,1.5,-1.0,-1.0,-1.0
1.0,INATRANDOM-13962100,0,dorsolateral,8.625,-1.0,-1.0,-1.0
1.0,INATRANDOM-31381441,0,dorsolateral,1.5310000001918525,-1.0,-1.0,-1.0
1.0,INATRANDOM-7660492,0,dorsolateral,2.375,-1.0,-1.0,-1.0
1.0,INATRANDOM-77710301,0,dorsolateral,1.9379999998491253,-1.0,-1.0,-1.0
1.0,INATRANDOM-83297308,0,dorsolateral,3.280999999959022,-1.0,-1.0,-1.0
1.0,INATRANDOM-29637671,0,dorsolateral,3.2660000000014406,-1.0,-1.0,-1.0
1.0,INATRANDOM-16301992,0,dorsolateral,2.610000000102445,-1.0,-1.0,-1.0
1.0,INATRANDOM-56477664,0,dorsolateral,2.811999999918044,-1.0,-1.0,-1.0
1.0,INATRANDOM-91411321,0,dorsolateral,6.312999999994645,-1.0,-1.0,-1.0
1.0,INATRANDOM-25814653,0,dorsolateral,8.546000000089407,-1.0,-1.0,-1.0
1.0,INATRANDOM-14123470,0,dorsolateral,2.343000000109896,-1.0,-1.0,-1.0
1.0,INATRANDOM-26878051,0,dorsolateral,2.531999999890104,-1.0,-1.0,-1.0
1.0,INATRANDOM-97800123,0,dorsolateral,4.327999999994063,-1.0,-1.0,-1.0
1.0,INATRANDOM-99673372,0,dorsolateral,3.1879999998491257,-1.0,-1.0,-1.0
1.0,INATRANDOM-70917436,0,dorsolateral,1.7809999999881256,-1.0,-1.0,-1.0
1.0,INATRANDOM-86000066,0,dorsolateral,3.827999999979511,-1.0,-1.0,-1.0
1.0,INATRANDOM-107204038,0,dorsolateral,7.555439975000013,-1.0,-1.0,-1.0
1.0,INATRANDOM-86818497,0,dorsolateral,2.75,-1.0,-1.0,-1.0
1.0,INATRANDOM-30653746,0,dorsolateral,4.141000000001441,-1.0,-1.0,-1.0
1.0,INATRANDOM-26320675,0,dorsolateral,3.0,-1.0,-1.0,-1.0
1.0,INATRANDOM-17593591,0,dorsolateral,13.42200000000048,-1.0,-1.0,-1.0
1.0,INATRANDOM-28533015,0,dorsolateral,1.8900000001303847,-1.0,-1.0,-1.0
1.0,INATRANDOM-89509873,1,dorsolateral,3.359999999869615,-1.0,-1.0,-1.0
1.0,INATRANDOM-54682425,1,dorsolateral,6.25,-1.0,-1.0,-1.0
1.0,INATRANDOM-81914724,0,dorsolateral,2.9689999999973224,-1.0,-1.0,-1.0
1.0,INATRANDOM-54291494,0,dorsolateral,2.218000000109896,-1.0,-1.0,-1.0
1.0,INATRANDOM-1163832,0,dorsolateral,3.776091088999976,-1.0,-1.0,-1.0
1.0,INATRANDOM-8236665,0,dorsolateral,23.0630000000092,-1.0,-1.0,-1.0
1.0,INATRANDOM-113539403,0,dorsolateral,70.2180000001099,-1.0,-1.0,-1.0
1.0,INATRANDOM-10551184,1,dorsolateral,3.359000000171364,-1.0,-1.0,-1.0
1.0,INATRANDOM-26369415,1,dorsolateral,7.256818178000003,-1.0,-1.0,-1.0
1.0,INATRANDOM-24635495,1,dorsolateral,6.508888395999975,-1.0,-1.0,-1.0
1.0,INATRANDOM-9900864,0,dorsolateral,44.26599999982864,-1.0,-1.0,-1.0
1.0,INATRANDOM-59864638,0,dorsolateral,6.218000000109896,-1.0,-1.0,-1.0
1.0,INATRANDOM-83017240,0,dorsolateral,13.172000000005935,-1.0,-1.0,-1.0
1.0,INATRANDOM-83563592,0,dorsolateral,2.059353641999905,-1.0,-1.0,-1.0
1.0,INATRANDOM-7641343,0,dorsolateral,3.686999999990803,-1.0,-1.0,-1.0
1.0,INATRANDOM-30463996,0,dorsolateral,2.5,-1.0,-1.0,-1.0
1.0,INATRANDOM-28193429,0,dorsolateral,2.655999999959022,-1.0,-1.0,-1.0
1.0,INATRANDOM-28028471,0,dorsolateral,2.375,-1.0,-1.0,-1.0
1.0,INATRANDOM-1368211,0,dorsolateral,1.5159999999996217,-1.0,-1.0,-1.0
1.0,INATRANDOM-89250223,0,dorsolateral,2.390000000130385,-1.0,-1.0,-1.0
1.0,INATRANDOM-5276068,0,dorsolateral,3.921999999998661,-1.0,-1.0,-1.0
1.0,INATRANDOM-12578649,0,dorsal,2.75,-1.0,-1.0,-1.0
1.0,INATRANDOM-15119988,1,dorsal,3.953000000008615,-1.0,-1.0,-1.0
1.0,INATRANDOM-16156739,0,dorsal,2.171000000000049,-1.0,-1.0,-1.0
1.0,INATRANDOM-17252164,0,dorsal,6.4689999999827705,-1.0,-1.0,-1.0
1.0,INATRANDOM-26345693,0,dorsal,8.0150000000001,-1.0,-1.0,-1.0
1.0,INATRANDOM-30809013,0,dorsal,2.6410000000000764,-1.0,-1.0,-1.0
1.0,INATRANDOM-30946544,0,dorsal,4.155999999999949,-1.0,-1.0,-1.0
1.0,INATRANDOM-31378811,0,dorsal,8.937999999994645,-1.0,-1.0,-1.0
1.0,INATRANDOM-46987500,0,dorsal,4.25,-1.0,-1.0,-1.0
1.0,INATRANDOM-48493319,1,dorsal,5.937999999965541,-1.0,-1.0,-1.0
1.0,INATRANDOM-50327678,0,dorsal,6.094000000040978,-1.0,-1.0,-1.0
1.0,INATRANDOM-6041658,0,dorsal,1.779448173999981,-1.0,-1.0,-1.0
1.0,INATRANDOM-64167041,0,dorsal,6.77740621099997,-1.0,-1.0,-1.0
1.0,INATRANDOM-77906032,0,dorsal,1.8865778260001207,-1.0,-1.0,-1.0
1.0,INATRANDOM-81955599,0,dorsal,3.5630000000237487,-1.0,-1.0,-1.0
1.0,INATRANDOM-84800809,0,dorsal,11.48399999999674,-1.0,-1.0,-1.0
1.0,INATRANDOM-87069068,0,dorsal,6.469000000000051,-1.0,-1.0,-1.0
1.0,INATRANDOM-89092236,0,dorsal,4.063000000000102,-1.0,-1.0,-1.0
1.0,INATRANDOM-89637391,0,dorsal,3.657000000000153,-1.0,-1.0,-1.0
1.0,INATRANDOM-91893537,0,dorsal,2.9908964369999467,-1.0,-1.0,-1.0
1.0,INATRANDOM-9723514,0,dorsal,1.375,-1.0,-1.0,-1.0
1.0,INATRANDOM-56970598,0,dorsal,1.4380000000019209,-1.0,-1.0,-1.0
1.0,INATRANDOM-84123389,0,dorsal,2.217671297999914,-1.0,-1.0,-1.0
1.0,INATRANDOM-30794534,0,dorsal,2.421999999998661,-1.0,-1.0,-1.0
1.0,INATRANDOM-95827815,0,dorsal,2.125,-1.0,-1.0,-1.0
1.0,INATRANDOM-86294233,0,dorsal,1.3279999999940628,-1.0,-1.0,-1.0
1.0,INATRANDOM-49266829,1,dorsal,6.875,-1.0,-1.0,-1.0
1.0,INATRANDOM-58678929,0,dorsal,2.4530000000013388,-1.0,-1.0,-1.0
1.0,INATRANDOM-109800048,1,dorsal,5.0310000001918525,-1.0,-1.0,-1.0
1.0,INATRANDOM-27891861,0,dorsal,3.392173122000031,-1.0,-1.0,-1.0
1.0,INATRANDOM-54324757,0,dorsal,3.2030000000013388,-1.0,-1.0,-1.0
1.0,INATRANDOM-82223041,0,dorsal,1.797000000020489,-1.0,-1.0,-1.0
1.0,INATRANDOM-93268005,0,dorsal,1.6560014469996531,-1.0,-1.0,-1.0
1.0,INATRANDOM-13646762,0,dorsal,6.390000000000327,-1.0,-1.0,-1.0
1.0,INATRANDOM-49186338,0,dorsal,4.311999999918044,-1.0,-1.0,-1.0
1.0,INATRANDOM-49580154,0,dorsal,5.483999999938533,-1.0,-1.0,-1.0
1.0,INATRANDOM-16774308,0,dorsal,2.984000000171364,-1.0,-1.0,-1.0
1.0,INATRANDOM-68745498,1,dorsal,4.037464685000032,-1.0,-1.0,-1.0
1.0,INATRANDOM-31253921,0,dorsal,1.5179139999999052,-1.0,-1.0,-1.0
1.0,INATRANDOM-97203155,0,dorsal,2.452999999994063,-1.0,-1.0,-1.0
1.0,INATRANDOM-30306753,0,dorsal,3.469000000040978,-1.0,-1.0,-1.0
1.0,INATRANDOM-3390117,0,dorsal,3.42200000000048,-1.0,-1.0,-1.0
1.0,INATRANDOM-83008685,0,dorsal,3.702999999979511,-1.0,-1.0,-1.0
1.0,INATRANDOM-47435490,0,dorsal,1.4529999999995198,-1.0,-1.0,-1.0
1.0,INATRANDOM-6697078,0,dorsal,1.0703813989998707,-1.0,-1.0,-1.0
1.0,INATRANDOM-26813906,0,dorsal,1.1575270650000675,-1.0,-1.0,-1.0
1.0,INATRANDOM-55038277,0,dorsal,1.8129999998491253,-1.0,-1.0,-1.0
1.0,INATRANDOM-11842471,0,dorsal,1.2827922790000343,-1.0,-1.0,-1.0
1.0,INATRANDOM-89471320,0,dorsal,2.844000000040978,-1.0,-1.0,-1.0
1.0,INATRANDOM-55853535,0,dorsal,1.625,-1.0,-1.0,-1.0
1.0,INATRANDOM-49075574,0,dorsal,2.6644294119998904,-1.0,-1.0,-1.0
1.0,INATRANDOM-82330210,0,dorsal,1.2810000000026776,-1.0,-1.0,-1.0
1.0,INATRANDOM-51055966,0,dorsal,3.4379999998491257,-1.0,-1.0,-1.0
1.0,INATRANDOM-14485576,0,dorsal,3.514999999999418,-1.0,-1.0,-1.0
1.0,INATRANDOM-93517699,0,dorsal,4.719000000011874,-1.0,-1.0,-1.0
1.0,INATRANDOM-56382579,0,dorsal,2.109999999869615,-1.0,-1.0,-1.0
1.0,INATRANDOM-52465755,0,dorsal,2.8280000000013388,-1.0,-1.0,-1.0
1.0,INATRANDOM-47009106,0,dorsal,4.265999999999622,-1.0,-1.0,-1.0
1.0,INATRANDOM-13902889,0,dorsolateral,2.240784399000006,-1.0,-1.0,-1.0
1.0,INATRANDOM-18610886,1,dorsolateral,5.625,-1.0,-1.0,-1.0
1.0,INATRANDOM-22243032,0,dorsolateral,2.831529121000017,-1.0,-1.0,-1.0
1.0,INATRANDOM-27733655,0,dorsolateral,3.876359832000048,-1.0,-1.0,-1.0
1.0,INATRANDOM-28805759,0,dorsolateral,3.9679999999934807,-1.0,-1.0,-1.0
1.0,INATRANDOM-30392004,1,dorsolateral,2.047000000020489,-1.0,-1.0,-1.0
1.0,INATRANDOM-334783,0,dorsolateral,4.26500000001397,-1.0,-1.0,-1.0
1.0,INATRANDOM-3518644,0,dorsolateral,4.594000000011874,-1.0,-1.0,-1.0
1.0,INATRANDOM-43010909,0,dorsolateral,32.5,-1.0,-1.0,-1.0
1.0,INATRANDOM-48856352,0,dorsolateral,6.73399999999674,-1.0,-1.0,-1.0
1.0,INATRANDOM-49382009,1,dorsolateral,3.2180000000007567,-1.0,-1.0,-1.0
1.0,INATRANDOM-51034990,0,dorsolateral,4.9060000000172295,-1.0,-1.0,-1.0
1.0,INATRANDOM-53064516,0,dorsolateral,4.26600000000326,-1.0,-1.0,-1.0
1.0,INATRANDOM-53171356,0,dorsolateral,14.313000000000102,-1.0,-1.0,-1.0
1.0,INATRANDOM-53660865,1,dorsolateral,2.922000000000025,-1.0,-1.0,-1.0
1.0,INATRANDOM-55194883,0,dorsolateral,7.329000000027008,-1.0,-1.0,-1.0
1.0,INATRANDOM-55556794,0,dorsolateral,2.750634104000028,-1.0,-1.0,-1.0
1.0,INATRANDOM-70226677,0,dorsolateral,3.217999999999847,-1.0,-1.0,-1.0
1.0,INATRANDOM-70709699,0,dorsolateral,2.0149999999998727,-1.0,-1.0,-1.0
1.0,INATRANDOM-7663331,0,dorsolateral,3.125,-1.0,-1.0,-1.0
1.0,INATRANDOM-78817142,0,dorsolateral,4.155999999959022,-1.0,-1.0,-1.0
